Fold_date,Total_points,Total_Folders
04-Jun-2022 12 UTC,80967.44,2891
04-Jun-2022 00 UTC,81526.52,2963
03-Jun-2022 12 UTC,83277.81,3019
03-Jun-2022 00 UTC,81498.01,2935
02-Jun-2022 12 UTC,81425.92,2911
02-Jun-2022 00 UTC,79401.93,2958
01-Jun-2022 12 UTC,82223.81,2962
01-Jun-2022 00 UTC,83678.49,3024
31-May-2022 12 UTC,81326.1,2948
31-May-2022 00 UTC,81179.22,2954
30-May-2022 12 UTC,81059.23,2934
30-May-2022 00 UTC,83463.43,2993
29-May-2022 12 UTC,81911.45,2926
29-May-2022 00 UTC,84410.43,2994
28-May-2022 12 UTC,84127.9,2977
28-May-2022 00 UTC,85947.01,3046
27-May-2022 12 UTC,85921.03,3072
27-May-2022 00 UTC,80161.2,2909
26-May-2022 12 UTC,83622.09,3000
26-May-2022 00 UTC,83613.26,2999
25-May-2022 12 UTC,83284.44,2959
25-May-2022 00 UTC,84867.49,2977
24-May-2022 12 UTC,83095.51,2895
24-May-2022 00 UTC,81416.11,2921
23-May-2022 12 UTC,77412.78,2845
23-May-2022 00 UTC,74959.06,2717
22-May-2022 12 UTC,74762.13,2717
22-May-2022 00 UTC,74569.64,2786
21-May-2022 12 UTC,74969.81,2772
21-May-2022 00 UTC,75728.73,2897
20-May-2022 12 UTC,76673.38,2889
20-May-2022 00 UTC,78128.11,2958
19-May-2022 12 UTC,78263.07,2934
19-May-2022 00 UTC,80695.95,3044
18-May-2022 12 UTC,79865.35,3034
18-May-2022 00 UTC,80830.88,2997
17-May-2022 12 UTC,79280.36,2960
17-May-2022 00 UTC,81269.94,3015
16-May-2022 12 UTC,80682.48,2985
16-May-2022 00 UTC,81613.19,3007
15-May-2022 12 UTC,80408.15,2914
15-May-2022 00 UTC,81108.73,2959
14-May-2022 12 UTC,79359.78,2929
14-May-2022 00 UTC,82015.85,3068
13-May-2022 12 UTC,82901.35,3145
13-May-2022 00 UTC,80466.27,3134
12-May-2022 12 UTC,80899.73,3080
12-May-2022 00 UTC,82521.79,3168
11-May-2022 12 UTC,83611.03,3163
11-May-2022 00 UTC,84588.64,3146
10-May-2022 12 UTC,84823.79,3129
10-May-2022 00 UTC,86474.21,3217
09-May-2022 12 UTC,86949.55,3327
09-May-2022 00 UTC,82518.03,3212
08-May-2022 12 UTC,87258.02,3301
08-May-2022 00 UTC,86871.24,3391
07-May-2022 12 UTC,87222.7,3469
07-May-2022 00 UTC,87993.26,3525
06-May-2022 12 UTC,87388.6,3507
06-May-2022 00 UTC,89524.77,3544
05-May-2022 12 UTC,87152.38,3323
05-May-2022 00 UTC,87140.09,3199
04-May-2022 12 UTC,86575.64,3185
04-May-2022 00 UTC,86941.48,3275
03-May-2022 12 UTC,88714.56,3256
03-May-2022 00 UTC,88333.41,3287
02-May-2022 12 UTC,85966.04,3180
02-May-2022 00 UTC,86203.92,3176
01-May-2022 12 UTC,85314.0,3131
01-May-2022 00 UTC,86932.73,3214
30-Apr-2022 12 UTC,87647.6,3138
30-Apr-2022 00 UTC,88263.25,3278
29-Apr-2022 12 UTC,89692.19,3327
29-Apr-2022 00 UTC,91097.22,3345
28-Apr-2022 12 UTC,89073.47,3294
28-Apr-2022 00 UTC,90632.99,3344
27-Apr-2022 12 UTC,88901.89,3296
27-Apr-2022 00 UTC,90406.08,3340
26-Apr-2022 12 UTC,91467.01,3360
26-Apr-2022 00 UTC,92901.72,3386
25-Apr-2022 12 UTC,91671.77,3311
25-Apr-2022 00 UTC,91757.08,3324
24-Apr-2022 12 UTC,89894.24,3235
24-Apr-2022 00 UTC,89488.73,3233
23-Apr-2022 12 UTC,88847.5,3280
23-Apr-2022 00 UTC,92142.06,3334
22-Apr-2022 12 UTC,91770.87,3362
22-Apr-2022 00 UTC,86955.68,3276
21-Apr-2022 12 UTC,90525.44,3348
21-Apr-2022 00 UTC,91931.92,3360
20-Apr-2022 12 UTC,90671.8,3338
20-Apr-2022 00 UTC,91732.81,3351
19-Apr-2022 12 UTC,90002.72,3305
19-Apr-2022 00 UTC,87313.65,3572
18-Apr-2022 12 UTC,86244.88,3520
18-Apr-2022 00 UTC,89115.67,3570
17-Apr-2022 12 UTC,87031.43,3494
17-Apr-2022 00 UTC,89365.69,3613
16-Apr-2022 12 UTC,88838.73,3593
16-Apr-2022 00 UTC,89415.86,3594
15-Apr-2022 12 UTC,87603.8,3494
15-Apr-2022 00 UTC,87301.71,3551
14-Apr-2022 12 UTC,87445.3,3569
14-Apr-2022 00 UTC,90086.1,3538
13-Apr-2022 12 UTC,88075.83,3406
13-Apr-2022 00 UTC,87972.47,3406
12-Apr-2022 12 UTC,83673.27,3099
12-Apr-2022 00 UTC,90130.73,3291
11-Apr-2022 12 UTC,87102.36,3163
11-Apr-2022 00 UTC,93052.7,3385
10-Apr-2022 12 UTC,88794.42,3270
10-Apr-2022 00 UTC,91701.55,3370
09-Apr-2022 12 UTC,90040.04,3371
09-Apr-2022 00 UTC,89351.66,3334
08-Apr-2022 12 UTC,88857.14,3393
08-Apr-2022 00 UTC,89209.61,3427
07-Apr-2022 12 UTC,85289.9,3321
07-Apr-2022 00 UTC,87782.27,3308
06-Apr-2022 12 UTC,85687.25,3285
06-Apr-2022 00 UTC,88078.92,3404
05-Apr-2022 12 UTC,86602.12,3280
05-Apr-2022 00 UTC,82585.36,3325
04-Apr-2022 12 UTC,86043.48,3301
04-Apr-2022 00 UTC,86879.99,3318
03-Apr-2022 12 UTC,86334.77,3291
03-Apr-2022 00 UTC,87507.52,3365
02-Apr-2022 12 UTC,86802.76,3265
02-Apr-2022 00 UTC,88686.23,3398
01-Apr-2022 12 UTC,85554.27,3318
01-Apr-2022 00 UTC,86752.7,3390
31-Mar-2022 12 UTC,84747.5,3289
31-Mar-2022 00 UTC,86517.76,3411
30-Mar-2022 12 UTC,85091.74,3331
30-Mar-2022 00 UTC,96051.6,3785
29-Mar-2022 12 UTC,73103.04,2479
29-Mar-2022 00 UTC,201489.31,4681
28-Mar-2022 12 UTC,0,0
28-Mar-2022 00 UTC,0,0
27-Mar-2022 12 UTC,0,0
27-Mar-2022 00 UTC,21454.98,1136
26-Mar-2022 12 UTC,81131.69,3182
26-Mar-2022 00 UTC,84039.39,3253
25-Mar-2022 12 UTC,81844.73,3194
25-Mar-2022 00 UTC,83164.13,3267
24-Mar-2022 12 UTC,81156.04,3250
24-Mar-2022 00 UTC,83527.19,3328
23-Mar-2022 12 UTC,83078.41,3278
23-Mar-2022 00 UTC,85061.11,3345
22-Mar-2022 12 UTC,82527.27,3281
22-Mar-2022 00 UTC,85237.18,3346
21-Mar-2022 12 UTC,82403.71,3223
21-Mar-2022 00 UTC,81871.55,3236
20-Mar-2022 12 UTC,81975.81,3180
20-Mar-2022 00 UTC,83501.72,3238
19-Mar-2022 12 UTC,81821.19,3179
19-Mar-2022 00 UTC,57621.34,2291
18-Mar-2022 12 UTC,83386.32,3233
18-Mar-2022 00 UTC,84889.71,3335
17-Mar-2022 12 UTC,78460.19,3140
17-Mar-2022 00 UTC,84577.08,3307
16-Mar-2022 12 UTC,82217.21,3196
16-Mar-2022 00 UTC,84077.13,3380
15-Mar-2022 12 UTC,81352.46,3271
15-Mar-2022 00 UTC,84474.7,3272
14-Mar-2022 12 UTC,81910.59,3225
14-Mar-2022 00 UTC,82411.49,3295
13-Mar-2022 12 UTC,80916.21,3173
13-Mar-2022 00 UTC,81947.63,3249
12-Mar-2022 12 UTC,82384.14,3271
12-Mar-2022 00 UTC,84557.61,3414
11-Mar-2022 12 UTC,82073.22,3362
11-Mar-2022 00 UTC,85329.32,3479
10-Mar-2022 12 UTC,82600.95,3363
10-Mar-2022 00 UTC,85231.77,3465
09-Mar-2022 12 UTC,83683.98,3362
09-Mar-2022 00 UTC,84494.41,3372
08-Mar-2022 12 UTC,84034.49,3387
08-Mar-2022 00 UTC,84870.79,3358
07-Mar-2022 12 UTC,82082.45,3264
07-Mar-2022 00 UTC,85556.26,3402
06-Mar-2022 12 UTC,84180.24,3353
06-Mar-2022 00 UTC,85351.98,3327
05-Mar-2022 12 UTC,84347.96,3331
05-Mar-2022 00 UTC,85986.47,3463
04-Mar-2022 12 UTC,86816.53,3447
04-Mar-2022 00 UTC,88659.35,3513
03-Mar-2022 12 UTC,86301.13,3435
03-Mar-2022 00 UTC,88293.55,3500
02-Mar-2022 12 UTC,84734.66,3411
02-Mar-2022 00 UTC,87027.77,3472
01-Mar-2022 12 UTC,85735.53,3416
01-Mar-2022 00 UTC,84393.97,3398
28-Feb-2022 12 UTC,87318.65,3397
28-Feb-2022 00 UTC,85941.24,3433
27-Feb-2022 12 UTC,86023.93,3330
27-Feb-2022 00 UTC,85945.57,3367
26-Feb-2022 12 UTC,85277.12,3353
26-Feb-2022 00 UTC,80855.08,3284
25-Feb-2022 12 UTC,86959.12,3458
25-Feb-2022 00 UTC,89075.58,3550
24-Feb-2022 12 UTC,87609.53,3424
24-Feb-2022 00 UTC,88077.17,3532
23-Feb-2022 12 UTC,85907.51,3433
23-Feb-2022 00 UTC,86515.61,3509
22-Feb-2022 12 UTC,84429.56,3452
22-Feb-2022 00 UTC,87083.84,3554
21-Feb-2022 12 UTC,84147.2,3377
21-Feb-2022 00 UTC,84544.33,3449
20-Feb-2022 12 UTC,82755.3,3343
20-Feb-2022 00 UTC,83914.99,3385
19-Feb-2022 12 UTC,82845.75,3404
19-Feb-2022 00 UTC,84228.23,3490
18-Feb-2022 12 UTC,84380.96,3517
18-Feb-2022 00 UTC,86997.94,3605
17-Feb-2022 12 UTC,86184.12,3543
17-Feb-2022 00 UTC,88350.56,3580
16-Feb-2022 12 UTC,85722.28,3445
16-Feb-2022 00 UTC,89827.07,3572
15-Feb-2022 12 UTC,88876.97,3506
15-Feb-2022 00 UTC,96577.26,3708
14-Feb-2022 12 UTC,87032.11,3421
14-Feb-2022 00 UTC,86873.19,3352
13-Feb-2022 12 UTC,86289.64,3359
13-Feb-2022 00 UTC,90629.22,3568
12-Feb-2022 12 UTC,48643.03,1927
12-Feb-2022 00 UTC,90348.43,3582
11-Feb-2022 12 UTC,89677.29,3537
11-Feb-2022 00 UTC,91808.77,3609
10-Feb-2022 12 UTC,89531.41,3495
10-Feb-2022 00 UTC,91615.63,3654
09-Feb-2022 12 UTC,87885.11,3505
09-Feb-2022 00 UTC,90273.32,3542
08-Feb-2022 12 UTC,89034.83,3475
08-Feb-2022 00 UTC,91380.88,3572
07-Feb-2022 12 UTC,87550.7,3424
07-Feb-2022 00 UTC,92610.75,3515
06-Feb-2022 12 UTC,85106.11,3361
06-Feb-2022 00 UTC,91151.99,3514
05-Feb-2022 12 UTC,87848.72,3426
05-Feb-2022 00 UTC,92207.97,3578
04-Feb-2022 12 UTC,88914.07,3559
04-Feb-2022 00 UTC,92760.15,3675
03-Feb-2022 12 UTC,88343.44,3545
03-Feb-2022 00 UTC,90963.14,3637
02-Feb-2022 12 UTC,86394.58,3511
02-Feb-2022 00 UTC,83219.6,3529
01-Feb-2022 12 UTC,89484.1,3537
01-Feb-2022 00 UTC,87993.95,3538
31-Jan-2022 12 UTC,87466.63,3464
31-Jan-2022 00 UTC,89868.84,3550
30-Jan-2022 12 UTC,87151.01,3385
30-Jan-2022 00 UTC,89738.49,3514
29-Jan-2022 12 UTC,87809.78,3478
29-Jan-2022 00 UTC,90587.42,3617
28-Jan-2022 12 UTC,89412.18,3521
28-Jan-2022 00 UTC,90707.26,3599
27-Jan-2022 12 UTC,89151.47,3528
27-Jan-2022 00 UTC,113652.67,4029
26-Jan-2022 12 UTC,108752.07,3974
26-Jan-2022 00 UTC,69680.14,3033
25-Jan-2022 12 UTC,47564.26,2326
25-Jan-2022 00 UTC,87371.98,3516
24-Jan-2022 12 UTC,257153.59,5569
24-Jan-2022 00 UTC,0,0
23-Jan-2022 12 UTC,0,0
23-Jan-2022 00 UTC,0,0
22-Jan-2022 12 UTC,0,0
22-Jan-2022 00 UTC,0,0
21-Jan-2022 12 UTC,82818.72,3399
21-Jan-2022 00 UTC,42050.56,2122
20-Jan-2022 12 UTC,89851.87,3636
20-Jan-2022 00 UTC,94183.56,3770
19-Jan-2022 12 UTC,88740.2,3625
19-Jan-2022 00 UTC,92410.54,3750
18-Jan-2022 12 UTC,89751.7,3662
18-Jan-2022 00 UTC,87693.46,3591
17-Jan-2022 12 UTC,88504.7,3586
17-Jan-2022 00 UTC,91172.72,3657
16-Jan-2022 12 UTC,89295.47,3536
16-Jan-2022 00 UTC,91017.45,3629
15-Jan-2022 12 UTC,87369.56,3565
15-Jan-2022 00 UTC,89500.61,3694
14-Jan-2022 12 UTC,86257.62,3607
14-Jan-2022 00 UTC,93052.74,3815
13-Jan-2022 12 UTC,90601.15,3699
13-Jan-2022 00 UTC,91969.61,3807
12-Jan-2022 12 UTC,89324.21,3679
12-Jan-2022 00 UTC,87653.79,3640
11-Jan-2022 12 UTC,85307.61,3559
11-Jan-2022 00 UTC,86996.61,3666
10-Jan-2022 12 UTC,84516.39,3541
10-Jan-2022 00 UTC,89299.09,3631
09-Jan-2022 12 UTC,85470.74,3517
09-Jan-2022 00 UTC,87498.4,3595
08-Jan-2022 12 UTC,83214.49,3514
08-Jan-2022 00 UTC,88107.38,3627
07-Jan-2022 12 UTC,88037.64,3558
07-Jan-2022 00 UTC,98472.47,3203
06-Jan-2022 12 UTC,109244.33,3606
06-Jan-2022 00 UTC,0,0
05-Jan-2022 12 UTC,0,0
05-Jan-2022 00 UTC,0,0
04-Jan-2022 12 UTC,66083.59,3586
04-Jan-2022 00 UTC,67872.56,3575
03-Jan-2022 12 UTC,65541.33,3422
03-Jan-2022 00 UTC,67362.68,3496
02-Jan-2022 00 UTC,66866.47,3489
01-Jan-2022 12 UTC,66448.85,3423
01-Jan-2022 00 UTC,68282.77,3506
31-Dec-2021 12 UTC,66370.6,3493
31-Dec-2021 00 UTC,67760.59,3545
30-Dec-2021 12 UTC,66541.91,3535
30-Dec-2021 00 UTC,68578.77,3559
29-Dec-2021 12 UTC,67462.58,3529
29-Dec-2021 00 UTC,68081.71,3506
28-Dec-2021 12 UTC,66393.45,3440
28-Dec-2021 00 UTC,66483.83,3427
27-Dec-2021 12 UTC,64616.74,3318
27-Dec-2021 00 UTC,66427.83,3396
26-Dec-2021 12 UTC,64206.15,3326
26-Dec-2021 00 UTC,66179.5,3357
25-Dec-2021 12 UTC,64881.91,3413
25-Dec-2021 00 UTC,63862.53,3421
24-Dec-2021 12 UTC,66645.68,3563
24-Dec-2021 00 UTC,68851.09,3617
23-Dec-2021 12 UTC,67793.02,3572
23-Dec-2021 00 UTC,68159.54,3613
22-Dec-2021 12 UTC,67137.46,3639
22-Dec-2021 00 UTC,69008.24,3695
21-Dec-2021 12 UTC,65804.65,3486
21-Dec-2021 00 UTC,67224.22,3590
20-Dec-2021 12 UTC,102362.3,4349
20-Dec-2021 00 UTC,0,0
19-Dec-2021 12 UTC,65189.8,3426
19-Dec-2021 00 UTC,67732.22,3542
18-Dec-2021 12 UTC,65709.17,3391
18-Dec-2021 00 UTC,67755.96,3570
17-Dec-2021 12 UTC,68045.43,3573
17-Dec-2021 00 UTC,69022.91,3662
16-Dec-2021 12 UTC,67823.94,3565
16-Dec-2021 00 UTC,69467.37,3653
15-Dec-2021 12 UTC,66790.94,3562
15-Dec-2021 00 UTC,69674.47,3734
14-Dec-2021 12 UTC,67137.32,3573
14-Dec-2021 00 UTC,68222.98,3707
13-Dec-2021 12 UTC,65544.36,3511
13-Dec-2021 00 UTC,67523.87,3543
12-Dec-2021 12 UTC,63935.94,3386
12-Dec-2021 00 UTC,65494.56,3519
11-Dec-2021 12 UTC,62958.51,3349
11-Dec-2021 00 UTC,66396.2,3535
10-Dec-2021 12 UTC,64696.9,3513
10-Dec-2021 00 UTC,67391.63,3635
09-Dec-2021 12 UTC,64602.6,3560
09-Dec-2021 00 UTC,66235.15,3594
08-Dec-2021 12 UTC,64527.99,3525
08-Dec-2021 00 UTC,65043.43,3525
07-Dec-2021 12 UTC,62749.56,3454
07-Dec-2021 00 UTC,64180.17,3555
06-Dec-2021 12 UTC,62703.68,3438
06-Dec-2021 00 UTC,64569.38,3470
04-Dec-2021 12 UTC,63289.61,3420
04-Dec-2021 00 UTC,66495.0,3647
03-Dec-2021 12 UTC,10691.72,613
03-Dec-2021 00 UTC,65638.08,3600
02-Dec-2021 12 UTC,62843.72,3554
02-Dec-2021 00 UTC,64555.44,3539
01-Dec-2021 12 UTC,59624.25,3358
01-Dec-2021 00 UTC,65928.59,3584
30-Nov-2021 12 UTC,63721.89,3543
30-Nov-2021 00 UTC,63939.58,3524
29-Nov-2021 12 UTC,61779.28,3360
29-Nov-2021 00 UTC,63664.24,3425
28-Nov-2021 12 UTC,61451.99,3346
28-Nov-2021 00 UTC,63385.74,3406
27-Nov-2021 12 UTC,60757.83,3348
27-Nov-2021 00 UTC,65104.11,3497
26-Nov-2021 12 UTC,62813.41,3452
26-Nov-2021 00 UTC,64776.63,3497
25-Nov-2021 12 UTC,63107.3,3397
25-Nov-2021 00 UTC,65356.86,3583
24-Nov-2021 12 UTC,63078.67,3463
24-Nov-2021 00 UTC,66191.79,3566
23-Nov-2021 12 UTC,64024.82,3492
23-Nov-2021 00 UTC,64964.92,3552
22-Nov-2021 12 UTC,63477.65,3452
22-Nov-2021 00 UTC,64808.57,3474
21-Nov-2021 12 UTC,62111.32,3328
21-Nov-2021 00 UTC,65099.2,3494
20-Nov-2021 12 UTC,63749.81,3483
20-Nov-2021 00 UTC,66860.66,3630
19-Nov-2021 12 UTC,65251.1,3570
19-Nov-2021 00 UTC,67328.25,3647
18-Nov-2021 12 UTC,65900.27,3568
18-Nov-2021 00 UTC,67363.84,3658
17-Nov-2021 12 UTC,65027.89,3553
17-Nov-2021 00 UTC,66448.18,3668
16-Nov-2021 12 UTC,64786.8,3565
16-Nov-2021 00 UTC,66312.24,3695
15-Nov-2021 12 UTC,65201.1,3574
15-Nov-2021 00 UTC,68131.38,3654
14-Nov-2021 12 UTC,65480.33,3577
14-Nov-2021 00 UTC,66459.74,3639
13-Nov-2021 12 UTC,64666.7,3597
12-Nov-2021 12 UTC,65093.42,3618
12-Nov-2021 00 UTC,66642.32,3747
11-Nov-2021 12 UTC,64972.92,3660
11-Nov-2021 00 UTC,67104.5,3721
10-Nov-2021 12 UTC,64840.07,3608
10-Nov-2021 00 UTC,68089.68,3802
09-Nov-2021 12 UTC,66687.76,3709
09-Nov-2021 00 UTC,67569.44,3765
08-Nov-2021 12 UTC,67898.08,3692
08-Nov-2021 00 UTC,65900.32,3616
06-Nov-2021 12 UTC,68520.81,3667
06-Nov-2021 00 UTC,71779.66,3848
05-Nov-2021 12 UTC,70231.5,3715
05-Nov-2021 00 UTC,71805.98,3784
04-Nov-2021 12 UTC,71703.46,3797
04-Nov-2021 00 UTC,73037.38,3816
03-Nov-2021 12 UTC,69365.8,3634
03-Nov-2021 00 UTC,68945.82,3623
02-Nov-2021 12 UTC,65601.18,3432
02-Nov-2021 00 UTC,68105.83,3551
01-Nov-2021 12 UTC,66695.09,3431
01-Nov-2021 00 UTC,67268.29,3453
31-Oct-2021 12 UTC,65890.48,3336
31-Oct-2021 00 UTC,66639.41,3371
30-Oct-2021 12 UTC,59330.91,3140
30-Oct-2021 00 UTC,55995.13,3018
29-Oct-2021 12 UTC,51406.97,2859
29-Oct-2021 00 UTC,55446.57,2916
28-Oct-2021 12 UTC,54577.57,2829
28-Oct-2021 00 UTC,55471.06,2912
27-Oct-2021 12 UTC,56023.99,2901
27-Oct-2021 00 UTC,55773.79,2939
26-Oct-2021 12 UTC,55229.3,2902
26-Oct-2021 00 UTC,56331.82,2956
25-Oct-2021 12 UTC,54522.16,2849
25-Oct-2021 00 UTC,55244.34,2837
24-Oct-2021 12 UTC,54253.68,2777
24-Oct-2021 00 UTC,56118.57,2852
23-Oct-2021 12 UTC,54696.07,2856
23-Oct-2021 00 UTC,61611.85,2876
22-Oct-2021 12 UTC,60816.99,2911
22-Oct-2021 00 UTC,63470.11,3032
21-Oct-2021 12 UTC,63840.03,3025
21-Oct-2021 00 UTC,64578.24,3032
20-Oct-2021 12 UTC,63711.66,3001
20-Oct-2021 00 UTC,65271.45,3046
19-Oct-2021 12 UTC,62875.88,3050
19-Oct-2021 00 UTC,63551.62,3026
18-Oct-2021 12 UTC,62151.66,2958
18-Oct-2021 00 UTC,64390.12,2988
17-Oct-2021 12 UTC,62555.31,2968
17-Oct-2021 00 UTC,63746.27,3000
16-Oct-2021 12 UTC,62802.77,2995
16-Oct-2021 00 UTC,66449.57,3111
15-Oct-2021 12 UTC,69687.81,3425
15-Oct-2021 00 UTC,84430.66,3690
14-Oct-2021 12 UTC,77838.56,3539
14-Oct-2021 00 UTC,84972.58,3713
13-Oct-2021 12 UTC,84455.98,3661
13-Oct-2021 00 UTC,85769.85,3689
12-Oct-2021 12 UTC,85503.55,3661
12-Oct-2021 00 UTC,87012.99,3679
11-Oct-2021 12 UTC,86473.49,3674
11-Oct-2021 00 UTC,88498.52,3625
10-Oct-2021 12 UTC,87241.48,3603
10-Oct-2021 00 UTC,89093.33,3709
09-Oct-2021 12 UTC,89876.21,3703
09-Oct-2021 00 UTC,90190.76,3741
08-Oct-2021 12 UTC,90244.27,3789
08-Oct-2021 00 UTC,91263.41,3809
07-Oct-2021 12 UTC,91971.12,3896
07-Oct-2021 00 UTC,97840.81,3990
06-Oct-2021 12 UTC,96901.97,3957
06-Oct-2021 00 UTC,98404.86,4052
05-Oct-2021 12 UTC,95136.74,3974
05-Oct-2021 00 UTC,97610.36,4076
04-Oct-2021 12 UTC,96371.89,3951
04-Oct-2021 00 UTC,95837.83,4019
03-Oct-2021 12 UTC,95784.19,3937
03-Oct-2021 00 UTC,97730.22,4021
02-Oct-2021 12 UTC,94199.73,3939
02-Oct-2021 00 UTC,96122.25,3991
01-Oct-2021 12 UTC,95698.64,4012
01-Oct-2021 00 UTC,98094.44,4084
30-Sep-2021 12 UTC,96980.39,4046
30-Sep-2021 00 UTC,99926.28,4084
29-Sep-2021 12 UTC,98225.46,4043
29-Sep-2021 00 UTC,99625.03,4076
28-Sep-2021 12 UTC,97691.72,4029
28-Sep-2021 00 UTC,100580.79,4054
27-Sep-2021 12 UTC,99130.46,3981
27-Sep-2021 00 UTC,101153.63,4054
26-Sep-2021 12 UTC,100432.1,4041
26-Sep-2021 00 UTC,102524.64,4071
25-Sep-2021 12 UTC,99957.92,4051
25-Sep-2021 00 UTC,103862.44,4189
24-Sep-2021 12 UTC,104276.67,4203
24-Sep-2021 00 UTC,95409.97,4072
23-Sep-2021 12 UTC,102773.29,4203
23-Sep-2021 00 UTC,105223.7,4312
22-Sep-2021 12 UTC,105072.15,4327
22-Sep-2021 00 UTC,108915.97,4470
21-Sep-2021 12 UTC,106202.36,4360
21-Sep-2021 00 UTC,105576.19,4413
20-Sep-2021 12 UTC,103714.34,4292
20-Sep-2021 00 UTC,103642.35,4310
19-Sep-2021 12 UTC,103615.06,4368
19-Sep-2021 00 UTC,105173.29,4382
18-Sep-2021 12 UTC,104044.29,4363
18-Sep-2021 00 UTC,103584.37,4424
17-Sep-2021 12 UTC,103624.8,4410
17-Sep-2021 00 UTC,104034.5,4444
16-Sep-2021 12 UTC,101600.52,4394
16-Sep-2021 00 UTC,105133.93,4487
15-Sep-2021 12 UTC,102387.84,4326
15-Sep-2021 00 UTC,104474.69,4431
14-Sep-2021 12 UTC,104302.07,4373
14-Sep-2021 00 UTC,103437.0,4393
13-Sep-2021 12 UTC,99695.38,4273
13-Sep-2021 0:UTC, 101879.51, 4352
12-Sep-2021 12:UTC, Unknown, Unknown
12-Sep-2021 0:UTC, Unknown, Unknown
11-Sep-2021 12:UTC, Unknown, Unknown
11-Sep-2021 0:UTC, Unknown, Unknown
10-Sep-2021 12:UTC, 99436.48,  4416
10-Sep-2021 0:UTC,Unknown,  Unknown
09-Sep-2021 12:UTC, 99436.48,  4416
09-Sep-2021 12:UTC, 99436.48,  4416
09-Sep-2021 0:UTC,101701.61,  4539
08-Sep-2021 12:UTC,103199.80,  4507
08-Sep-2021 0:UTC,Unknown,  Unknown
07-Sep-2021 12:UTC,103982.21,  4607
07-Sep-2021 0:UTC,106586.03,  4711
06-Sep-2021 12:UTC,104799.94,  4622
06-Sep-2021 0:UTC,105382.40,  4688
05-Sep-2021 12:UTC,104187.94,  4544
05-Sep-2021 0:UTC,105485.33,  4640
04-Sep-2021 12:UTC,102280.22,  4484
04-Sep-2021 0:UTC,107170.48,  4730
03-Sep-2021 12:UTC,104562.76,  4613
03-Sep-2021 0:UTC,105728.98,  4575
02-Sep-2021 12:UTC,Unknown,  Unknown
02-Sep-2021 0:UTC,106028.58,  4770
01-Sep-2021 12:UTC,105494.19,  4747
01-Sep-2021 0:UTC,106980.50,  4833
31-Aug-2021 12:UTC,104763.94,  4722
31-Aug-2021 0:UTC,107879.59,  4833
30-Aug-2021 12:UTC,103599.46,  4708
30-Aug-2021 0:UTC,106341.01,  4761
29-Aug-2021 12:UTC,104872.08,  4624
29-Aug-2021 0:UTC,105317.38,  4674
28-Aug-2021 12:UTC, 94721.01,  4442
28-Aug-2021 0:UTC,110920.25,  4877
27-Aug-2021 12:UTC,107502.03,  4765
27-Aug-2021 0:UTC,112688.39,  4940
26-Aug-2021 12:UTC,110066.53,  4785
26-Aug-2021 0:UTC,119584.87,  5021
25-Aug-2021 12:UTC,107116.06,  4802
25-Aug-2021 0:UTC,110304.50,  4860
24-Aug-2021 12:UTC,112755.88,  4802
24-Aug-2021 0:UTC,112851.30,  4986
23-Aug-2021 12:UTC,117641.05,  4819
23-Aug-2021 0:UTC,116838.33,  4770
22-Aug-2021 12:UTC,117187.20,  4794
22-Aug-2021 0:UTC,118141.26,  4906
21-Aug-2021 12:UTC,114507.04,  4832
21-Aug-2021 0:UTC,Unknown, Unknown
20-Aug-2021 12:UTC,115854.29,  4969
20-Aug-2021 0:UTC,117758.10,  4981
19-Aug-2021 12:UTC,117222.58,  4976
19-Aug-2021 0:UTC,116671.80,  4993
18-Aug-2021 12:UTC,116472.66,  5083
18-Aug-2021 0:UTC,119819.98,  5158
17-Aug-2021 12:UTC,117930.28,  5131
17-Aug-2021 0:UTC,199044.17,  6172
16-Aug-2021 12:UTC,109254.35,  5047
16-Aug-2021 0:UTC,107784.30,  5055
15-Aug-2021 12:UTC,108494.21,  5037
15-Aug-2021 0:UTC,173222.46,  6259
14-Aug-2021 12:UTC,        0,     0
14-Aug-2021 0:UTC,113611.29,  5198
13-Aug-2021 12:UTC,111289.31,  5194
13-Aug-2021 0:UTC,113373.62,  5310
12-Aug-2021 12:UTC,112670.49,  5281
12-Aug-2021 0:UTC,115391.07,  5397
11-Aug-2021 12:UTC,113588.65,  5242
11-Aug-2021 0:UTC,171561.33,  5547
10-Aug-2021 12:UTC, 12014.11,   611
10-Aug-2021 0:UTC, 95305.76,  5310
09-Aug-2021 12:UTC, 80716.54,  2542
09-Aug-2021 0:UTC,129490.94,  5189
08-Aug-2021 12:UTC,127361.08,  4955
08-Aug-2021 0:UTC,132162.83,  5184
07-Aug-2021 12:UTC,145820.96,  5023
07-Aug-2021 0:UTC,155652.97,  5449
06-Aug-2021 12:UTC,152766.60,  5148
06-Aug-2021 0:UTC,162081.58,  5501
05-Aug-2021 12:UTC,159942.46,  5390
05-Aug-2021 0:UTC,158506.20,  5224
04-Aug-2021 12:UTC,135675.44,  4137
04-Aug-2021 0:UTC,167805.12,  5726
03-Aug-2021 12:UTC,165550.65,  5651
03-Aug-2021 0:UTC,170376.97,  5870
02-Aug-2021 12:UTC,168972.94,  5727
02-Aug-2021 0:UTC,170103.88,  5742
01-Aug-2021 12:UTC,169357.15,  5703
