username,payout,points,total_payout,total_points,total_wus,created_at
gkvug5qvus9c,58.9,855562,360.42,4650576,41,2021-03-10T08:01:07.869Z
gj301ifbkbrs,16.6,118104,354.26,2622425,28,2022-04-06T20:07:05.830Z
gj08mb7iryws,40.05,418109,1409.13,17189703,137,2022-02-24T09:25:45.478Z
gkxucgpo5twn,2.61,9792,269.96,1151135,118,2022-02-28T20:32:36.717Z
gikeim80bx7n,2.57,9170,205.39,500954,98,2022-02-12T22:49:11.759Z
gltfxbd139ok,21.06,96603,6242.78,16629921,818,2021-02-10T22:41:43.672Z
gk6m3ea8idbe,19.69,147260,3236.5,23374072,259,2021-07-26T19:50:35.758Z
ghl0gvahoqbz,20.94,159493,3225.52,30070762,409,2021-11-09T08:07:20.496Z
gjxzz1be7rl7,4.42,9020,3447.82,7536997,856,2021-05-15T13:35:04.292Z
giebu53ljvdh,1.08,7468,7483.92,54169850,1436,2021-03-10T04:57:00.752Z
ghbvufwrufj3,8.98,56672,37.49,153753,11,2022-04-09T01:27:06.476Z
gfhcv2sjtw9l,2.62,6851,157.66,603436,85,2022-03-05T20:37:57.474Z
ggwijfmmnsek,41.68,447510,3038.07,33705693,81,2022-01-21T17:59:59.129Z
ggk0fl7go9s0,124.68,1231824,34921.83,212330674,1378,2021-03-09T11:56:08.995Z
ggq8314bsvfn,34.66,152918,22199.13,151632036,1332,2021-07-03T06:21:57.375Z
gffnzkoqoof5,4.52,8169,4741.53,16243197,573,2021-05-17T04:36:53.797Z
gfluoisx9t5l,2.59,4726,413.57,795723,181,2021-05-18T09:52:43.403Z
gelkltpmp6tl,16.95,121138,4153.8,31690309,336,2021-07-26T19:39:25.985Z
gfm11dfzqar2,41.1,437009,43811.8,442355802,9375,2021-02-25T11:54:15.704Z
gdvv7rfdjxpr,46.62,544104,8463.66,103204398,591,2021-05-07T08:35:34.49Z
gczlicwclcfb,25.17,205275,1423.88,6962117,68,2021-04-19T02:15:58.634Z
ge3kkq4aafzb,17.11,313942,8617.02,145818538,794,2021-03-20T15:55:00.26Z
gdmg8fgug8aa,57.14,803593,23076.14,361494487,1764,2021-05-08T05:20:02.324Z
gclcemba1f4q,51.97,667256,21878.11,391610937,1891,2021-05-08T21:23:39.53Z
gdlpkz49ssvg,3.9,14049,4708.79,7668516,1174,2021-02-21T16:50:27.427Z
ge0zekvwplnz,13.28,89373,9773.61,100323278,901,2021-07-09T13:45:49.277Z
gc8jr44sxt2r,30.32,268437,6147.35,70316667,466,2022-02-01T00:37:16.813Z
gc2i7tzq344j,14.66,101206,13267.03,275571974,1529,2022-01-09T17:08:54.916Z
gdykb8juatqk,20.7,157123,63851.2,99593816,2603,2019-05-23T08:22:06.796Z
gaax16rxg4ld,2.92,16800,24.8,125896,10,2022-04-07T12:23:15.532Z
gbibqdj7zle8,12.51,83413,5348.3,52024054,1567,2021-10-18T18:45:04.658Z
gaahbjt5lerm,4.3,4950,2438.19,4478893,647,2021-05-14T18:37:44.144Z
g9u76bfot29q,2.58,11305,2415.77,9479822,1052,2021-05-14T12:20:11.375Z
gbrn757unhhk,4.54,3500,3287.37,2337481,546,2020-10-19T17:29:18.122Z
g8t54i2dxr8r,2.63,8462,70.05,253510,42,2021-11-14T01:54:42.353Z
gbhgebhdljb8,3.18,7300,24180.44,31349542,6730,2020-11-12T09:50:20.898Z
g9hmewktx92x,6.33,38178,8865.39,34346787,945,2021-03-07T14:02:48.764Z
g96b9ug0p1fd,36.47,165808,3574.51,17164507,647,2021-05-09T01:05:11.662Z
gb8x6nzlkkg9,1.48,7950,36155.53,53295246,3273,2020-04-29T16:02:33.728Z
g7ylhqh1zj1p,59.52,874567,1216.75,11591458,64,2022-02-04T08:40:03.120Z
g8ppvycbztr6,38.7,394265,1022.11,9023763,111,2022-03-15T23:36:17.864Z
g527ur7xji0t,29.44,257403,2081.27,25730419,134,2021-11-16T05:46:34.838Z
g4affklj3xqg,59.54,446720,14746.01,112509386,851,2021-05-03T11:51:22.272Z
g5mh2uxlcxvx,18.51,135656,1074.53,3517274,251,2021-05-05T05:40:23.804Z
g5plpeutd971,1.48,4809,633.15,867391,229,2021-06-03T15:43:35.103Z
g8h4ngoyw8i4,31.63,624024,22043.61,1043730962,5346,2021-07-15T06:53:01.729Z
g2zkf0677tvu,4.0,23157,755.99,4592950,457,2019-04-13T08:28:10.942Z
g3a3lsluh304,4.12,24143,8716.6,55555998,1842,2021-05-05T06:40:43.384Z
g31sfwnsu9xd,4.25,9354,3619.58,8372216,1135,2021-05-13T14:50:11.822Z
g23k3a9bkvvs,46.44,540610,7159.75,65079490,203,2021-06-05T16:35:00.159Z
g20jkay7u8yk,45.79,527481,13120.89,133442920,354,2021-05-27T21:08:04.215Z
g0ao14obugci,34.58,328590,62.8,447530,11,2022-04-09T01:24:05.681Z
g21npt5oewdz,5.31,17781,4637.42,14804969,914,2021-05-07T03:37:05.35Z
g15q0d6ui31m,2.67,3400,780.59,4776020,314,2021-10-27T20:02:20.564Z
g2xep5ptms74,33.71,316273,6179.73,92246121,389,2021-04-14T17:55:43.578Z
g1n6kcmk1kdl,2.61,9311,3571.04,13287468,1183,2021-03-10T17:26:31.316Z
g09npcv2qcmc,6.44,38878,2382.67,16373024,1298,2021-10-27T01:17:02.630Z
fzp3yi9alfiq,19.2,142487,4762.77,35831135,361,2021-05-21T06:32:15.165Z
fzec1gy0i9od,2.58,7867,18799.58,185970635,1700,2021-05-15T15:41:09.875Z
fw3tr5dyo53s,20.78,157954,8012.18,96970852,229,2021-12-16T13:36:10.785Z
fvdf425viy0a,5.77,34607,674.78,4178787,277,2022-02-02T09:26:16.537Z
fx41mkpjdins,35.02,334918,5292.0,58671490,1201,2021-04-28T21:30:25.93Z
fxa3zp1fi52q,45.6,523669,10763.16,134970004,391,2021-04-15T15:09:58.499Z
fxl44pxdzpis,12.48,83216,5988.44,37674574,1260,2021-06-16T05:24:30.750Z
fx0202mckqun,28.79,249222,15068.18,118292846,1862,2021-04-16T00:34:34.939Z
fv0fq9lhury6,9.91,63139,241.99,2300045,53,2021-05-07T00:44:41.289Z
fuwndy4adb6d,30.14,266214,464.37,4001176,86,2022-04-03T12:55:17.687Z
fyucdzs5nrwc,56.78,314672,18147.29,118502303,643,2021-03-20T15:55:14.657Z
fw85jlukfkxv,4.43,5098,21421.06,7088224,1872,2020-03-12T04:08:04.634Z
ftl6g68pz6vg,20.16,151830,1394.64,10354812,86,2022-01-25T00:10:26.481Z
fu3sqksbpd90,73.44,1393688,8480.49,149661715,801,2021-11-30T06:09:12.560Z
fsxrj2w7loiz,37.99,382901,65.63,482662,11,2022-04-09T01:24:00.697Z
fsy5nqyk7u62,43.93,490180,4073.58,41906336,127,2022-01-28T14:20:23.671Z
ftu1geq33efd,19.45,144930,1483.41,8104071,216,2021-05-15T11:38:31.795Z
fucdlhi9rr8c,15.99,112722,3999.81,38148005,588,2022-01-07T03:09:31.789Z
fsxkyl5jkphv,40.73,430415,41693.99,646929955,5500,2021-04-16T16:31:48.574Z
ft9d1696qypw,59.0,858714,30343.66,401204387,2690,2021-05-01T04:43:30.981Z
fsmt9r2jt6vj,53.52,705833,11043.98,153788037,734,2021-04-14T17:52:39.426Z
fsayoi8g6x1y,2.6,12069,844.41,3389377,429,2021-09-18T18:07:28.679Z
fq3kecsg6v2y,22.05,170460,218.74,2104893,35,2022-04-07T17:51:57.668Z
frw7pxzozq7c,10.49,67770,370.25,2613919,97,2020-05-07T11:59:20.856Z
fr7bynqx30a9,22.41,174000,3937.1,43344340,122,2021-12-10T17:31:24.934Z
frqt9g7kbj04,13.36,90000,3724.85,22280718,621,2021-05-22T17:30:42.879Z
fqjbfuxpnxro,2.62,4105,804.95,3064582,155,2021-05-14T10:38:48.15Z
fs6x1k4mfh0x,2.67,3400,2661.9,6763634,970,2021-04-19T06:37:38.749Z
fq6vprdvn7g5,2.67,13071,835.6,5827620,124,2022-03-02T05:21:03.886Z
fr2wocv61hb2,2.61,3500,1684.9,1925994,848,2021-04-26T01:10:46.61Z
fpyh0ruf8evi,57.08,801985,6130.49,86324428,715,2021-11-29T00:08:01.469Z
fprq38dimqnr,72.08,957122,38064.93,398091502,2201,2021-03-02T06:39:56.604Z
fmqlfszmucrb,16.25,115000,21.55,130887,4,2022-04-07T12:51:19.87Z
fmqd2t997mb4,2.64,3925,206.79,378727,154,2021-10-30T04:20:37.767Z
fpalhg23ju3x,20.54,155639,13928.23,265154868,808,2021-06-25T02:14:44.435Z
fpofgxglfvxq,3.7,21368,2696.76,9522447,943,2021-05-15T07:43:07.77Z
fpb2pk6x4861,7.31,45044,1181.58,11089361,63,2022-02-04T08:40:11.76Z
fm8qlll0pwek,2.61,3500,86.16,153622,58,2021-05-27T22:05:05.866Z
fpf70emtja1u,20.23,152530,10055.96,74468550,703,2021-05-20T16:59:22.102Z
fmza6zfmupit,32.35,297000,3543.93,35030005,670,2021-06-04T16:07:01.893Z
fmhqfr1yzs5p,28.05,239978,20655.08,154973305,2038,2021-03-29T19:10:26.434Z
fmco2chry4gd,22.09,118170,7726.7,37989688,1505,2021-04-26T17:19:37.274Z
fm2wx3yje7c1,44.18,495195,3851.55,43510384,132,2021-05-27T15:36:10.261Z
flkfbinnvfce,79.84,1711705,23756.5,631085771,2481,2021-11-09T23:00:46.291Z
fltfhwpjpcug,9.19,58110,7878.97,70405741,549,2021-04-05T05:28:58.59Z
fkxil946wfy6,4.28,3362,2427.47,2587589,455,2021-05-07T06:40:42.699Z
flsjv9dlrpfk,13.09,87928,10480.76,110347802,323,2021-04-15T15:09:16.857Z
fk9nu04s4usg,2.67,3400,13.21,26865,7,2022-02-22T19:05:51.559Z
flcseqgga0fk,15.53,108754,7865.43,93557982,229,2021-12-16T13:37:24.5Z
fkoqzan2vbwi,17.74,127966,12468.24,137196145,414,2021-05-19T21:17:58.721Z
fkvro3zsj4kp,5.37,19123,4334.74,7249456,1296,2021-03-12T22:49:56.677Z
fkmlbos2p8b7,2.57,5753,5230.78,2271034,688,2020-05-20T08:40:51.680Z
fijkhjjxzf6g,10.77,70000,312.45,2166785,31,2021-02-28T07:23:20.381Z
fiboc8taskog,57.13,803433,770.48,8624828,46,2022-04-06T14:22:14.129Z
fi3xnsw9zz5r,18.17,131734,911.71,6061309,250,2022-02-10T15:01:38.987Z
fh4ih2jiefc9,13.75,93024,1167.86,3468507,91,2021-04-26T07:05:59.326Z
fh2okzfhtkl7,42.47,461580,12802.5,137353834,432,2021-04-15T14:42:31.570Z
fj9suqn24vyu,2.67,3400,5078.6,2554816,305,2020-09-12T10:00:23.49Z
fgysrauog02e,2.63,4800,329.71,879614,263,2021-06-07T05:34:48.688Z
fhvsxj4qjjy2,2.59,4975,12408.05,124630327,967,2021-04-26T02:53:18.301Z
fgwzeehhedx6,16.03,113109,3267.49,23573977,271,2021-07-26T19:36:53.371Z
fh1plordxrtp,49.47,607603,45313.59,492992155,2794,2021-03-13T06:59:49.594Z
fg7fmeuchkz9,57.02,800415,665.19,5949603,34,2022-02-10T11:33:40.170Z
ffxyx8oomzrm,2.64,10972,123.34,368987,65,2022-03-20T10:01:10.268Z
ffw82d5ma71x,19.39,144337,3212.36,23343116,251,2021-07-26T19:49:05.113Z
fecmrfx815v9,24.86,201891,1667.95,12928774,233,2022-01-01T21:50:32.292Z
fejpjinm9233,2.63,14280,967.72,6811827,264,2021-11-30T07:03:54.987Z
fgc8t0g4fl89,42.94,470120,7818.4,94256227,282,2021-06-25T02:35:11.114Z
fdeikooh8y7c,4.02,23276,1488.53,9934894,494,2022-01-09T14:33:29.641Z
fdcon13i1k32,2.62,6187,212.84,507797,97,2022-02-12T18:21:57.652Z
ffr13rigqchy,80.82,1764985,41240.86,813577445,3143,2021-05-30T02:49:18.235Z
ff08tpvu6odb,1.25,20617,1355.36,9520122,1113,2021-03-28T15:29:33.675Z
fcny1x1z621g,43.26,476712,3094.81,34188218,81,2022-01-21T18:04:01.876Z
fb2m8p7zcd98,44.32,497977,4019.59,41262421,616,2022-01-04T16:35:44.599Z
fbt27g7snznt,44.23,496080,5399.75,62826059,181,2021-06-24T19:05:25.238Z
fb05x2x9620y,53.57,707094,13815.02,141337801,464,2021-04-15T14:31:03.218Z
fbu1bm9p2mgg,4.66,27575,1357.78,8262717,708,2021-09-08T04:58:46.187Z
fb67gsl5arig,22.64,95467,23049.27,203269367,882,2021-05-11T17:12:41.195Z
f9v41o1us6k5,42.2,456770,15638.38,180105992,582,2021-03-28T08:16:57.86Z
fbjg4m7zya82,45.54,259039,26585.68,171367479,1239,2021-05-16T09:16:07.230Z
f9rvmbu7czwh,2.66,4163,2259.53,5437618,779,2021-06-01T10:02:01.784Z
f9eadj6vb3uc,2.61,3500,246.0,415351,90,2021-07-07T23:40:22.576Z
f92pnqcoimh6,2.58,14794,6416.81,52021058,839,2021-05-05T08:03:21.738Z
f9rv7u1rtxuo,1.13,8927,655.95,865512,159,2021-03-09T10:27:06.524Z
f9hagxhw0ydv,98.6,3050861,3116.24,88260401,403,2022-03-31T19:54:10.479Z
f96bycqx5h5d,18.35,134117,6423.09,38881548,491,2021-04-03T01:29:28.67Z
f8t7jultpuhk,10.49,67770,4181.4,32735574,840,2021-10-30T01:15:02.547Z
f8crejpav2t4,26.52,526179,22141.34,371128078,2527,2021-02-23T05:20:51.278Z
f72dxjauecei,3.63,4400,1566.34,1510991,582,2021-06-15T00:15:13.303Z
f49yk8oioxoc,2.7,15518,1588.03,6941680,527,2021-05-04T02:46:53.527Z
f4nsdxyuvvoz,2.69,4900,2769.78,3806619,1480,2021-04-20T22:19:01.743Z
f2m392ubiecr,41.75,448630,3129.42,34688370,82,2022-01-21T18:03:02.947Z
f28k7snm54h9,42.12,455347,14236.75,149047086,451,2021-05-08T08:41:53.414Z
f1xjkkfn0d9g,43.99,491330,3852.7,43201902,146,2022-01-27T03:57:54.939Z
f1msw9hvlq2a,44.28,497210,11551.23,74585345,280,2021-03-15T04:11:48.305Z
f13ucbekkza0,2.67,3400,1562.06,1684581,347,2021-04-08T04:45:43.295Z
f11un52psmnd,44.92,510090,4899.99,73400043,212,2022-01-27T23:28:32.73Z
f43tk4nol4wz,63.93,469493,48841.06,429426750,4773,2021-03-12T04:34:58.64Z
f25vf6vcguoz,159.01,2336937,53596.98,658214493,4657,2021-05-05T22:56:42.915Z
f11dpfs546s0,15.6,152880,5307.75,46876052,1393,2021-06-06T08:44:57.90Z
f0oro7i7alaw,35.38,341154,1145.14,10465819,61,2022-02-04T08:40:07.76Z
f115q879geup,62.05,954255,949.88,12451116,51,2022-03-24T14:28:28.758Z
f0u4b1j2jhzl,2.57,4686,442.54,2637363,111,2022-01-01T02:20:33.242Z
ezwmli21tkoo,64.35,948572,26965.71,86136755,486,2019-07-15T08:52:02.377Z
eztb55avsmd5,2.65,13689,3264.24,7090967,932,2021-03-15T16:49:59.228Z
ezggl4g8shjx,3.38,19497,1221.85,8463242,330,2021-10-30T21:24:28.912Z
f0sx3k7wk2st,8.3,31751,4016.8,11232181,1208,2021-05-19T09:09:25.67Z
f0hg4z257hy9,39.08,285176,19407.62,148777523,421,2021-03-29T14:38:39.102Z
ezrxwqvjh5me,68.01,637033,26707.12,259570755,2410,2021-05-04T03:47:11.513Z
ezlupga1z68e,19.59,146261,3638.36,27428300,307,2021-07-26T19:46:35.134Z
ez0d21n91akh,2.64,14335,756.98,4171476,391,2021-11-06T19:53:11.142Z
ewc7slj490ye,10.77,70000,23.34,153916,4,2022-04-15T04:53:51.601Z
ex55f6s4pqo3,36.99,471273,17184.37,196444505,714,2021-05-18T01:22:36.585Z
ewefdjks33ou,19.05,141007,1231.22,8956132,94,2022-03-04T22:08:30.50Z
evs414dza3pp,22.83,179258,3332.11,23356076,645,2021-07-09T04:02:08.706Z
ew8p37qn5xr7,3.88,5000,2416.77,4186098,577,2021-05-20T00:02:13.884Z
eviu2kkdq4a7,2.61,4520,87.54,226082,49,2021-11-05T17:58:58.676Z
evqnyfbgxcmd,2.7,5743,1680.59,2355918,448,2021-05-16T15:31:44.165Z
ew0m0dj9bg3s,58.62,307902,54604.74,405725425,2518,2021-03-05T16:20:47.816Z
ev7wclnod2pe,3.66,21145,12339.83,89807991,1577,2021-04-03T03:34:54.156Z
eu65k0ei3z8z,2.61,10868,57.96,122461,45,2022-04-01T10:59:47.389Z
etuydss5j4bc,2.63,11534,2374.7,19449339,494,2022-01-04T02:46:18.704Z
etxuphjk3j5c,60.66,909073,20319.89,146333599,1067,2021-02-24T11:07:03.947Z
ev3hu0f2lpbf,4.09,15535,3444.93,9400997,766,2021-05-08T08:05:13.896Z
esb286jc0ipd,59.08,861233,8213.07,113802882,779,2021-07-19T16:16:51.889Z
eusuzm0oorct,44.76,236862,19696.04,102623855,864,2021-05-03T15:55:34.989Z
es9b136ir381,2.62,9326,204.84,496922,95,2022-02-12T23:05:28.493Z
esaqlog4k3mz,16.7,118955,5038.76,37568570,378,2021-05-21T06:30:55.281Z
ev46pllkvy6p,42.88,2059863,196577.9,1370339603,11968,2020-05-05T23:03:42.312Z
ertjhwd6rjn2,2.61,7963,1293.84,3430735,585,2021-06-17T21:37:33.234Z
eratkscfemu6,2.61,3500,319.17,247260,110,2021-05-08T20:12:22.337Z
ermrnqbznjxp,10.8,70240,224.38,1452866,49,2022-01-30T21:53:02.368Z
eq7xpgjj25ml,2.62,4308,322.78,574677,109,2021-06-26T14:55:03.927Z
eppjp7s52ije,4.72,17638,2601.38,7260571,803,2021-06-10T01:26:26.991Z
epdb9iyy1cqy,40.08,502320,7988.78,104272132,221,2021-09-02T20:30:14.911Z
eox36rw90awq,39.15,402079,66.81,507295,11,2022-04-09T01:24:01.679Z
eoxmh9gkch2u,59.73,545025,32948.93,304521324,3748,2021-04-23T03:41:15.534Z
eoxcsao9tk5t,2.63,4328,5029.7,18484457,1206,2021-03-26T06:51:30.981Z
eq2x97wtjtqp,24.45,197274,22182.58,214606429,1423,2021-05-03T14:19:44.349Z
eonvxa0faf6e,23.3,184538,25004.39,212548973,1529,2021-02-18T11:39:27.917Z
eohomow7kft5,2.62,5569,3325.33,24784415,428,2021-05-09T07:01:06.812Z
eno7evu7o4mx,32.35,297000,306.55,2513019,34,2022-04-03T14:28:40.856Z
en2wtu92mnld,3.18,18301,114.37,697591,44,2022-04-07T02:39:54.696Z
em18ge7vuats,2.59,8316,696.8,1956585,313,2021-11-03T18:01:47.360Z
ely7hiuz2q15,11.55,76022,376.31,1933387,112,2021-12-22T17:36:18.395Z
eno6ng00vp6p,55.13,323880,15943.09,101888404,757,2021-05-04T03:55:35.26Z
emhpl59zq94w,63.86,443620,16549.94,96270239,1701,2021-05-09T00:06:30.820Z
elgzta5f4bbb,60.29,1048752,17492.96,101928674,430,2019-07-20T16:50:05.557Z
ely367qn79rs,5.55,25732,5970.09,25544540,1072,2021-04-21T00:16:09.514Z
eks2ov9bicip,2.63,12848,1428.23,6795725,677,2021-07-29T09:09:16.557Z
egebgatcu133,65.13,1059784,9943.8,157876684,712,2022-01-22T14:54:25.938Z
ek64b30kz4zs,42.1,455030,68.17,547381,12,2022-04-09T01:24:05.200Z
efreolh9vl0a,2.6,8368,7.77,28604,5,2022-04-07T21:56:51.240Z
eitq0495gle8,36.89,469280,16727.96,176999140,690,2021-05-18T01:21:55.384Z
eimh9mc0c5t2,6.91,41858,2023.13,16279285,286,2021-12-21T13:00:01.178Z
ehlju1ehcdzd,48.22,579756,4373.18,51240278,549,2021-08-08T15:55:44.248Z
eifoquq16hxg,13.94,94500,4668.25,33516297,1598,2021-07-28T07:15:14.783Z
efwtfc8fk9ei,103.21,1097084,42881.61,467296867,1975,2021-05-16T18:31:12.348Z
eel2kjzno4bv,2.6,10289,16453.92,194448601,1704,2021-05-07T04:38:26.936Z
eeu1tq10rs5t,2.68,13416,32231.65,102912132,9108,2020-12-21T22:30:07.857Z
edppzrtkl3j4,84.24,1964421,11531.48,252512858,767,2021-12-28T07:15:12.722Z
eekrsbmfxj63,9.5,60287,559.34,3778652,125,2021-05-19T17:58:53.99Z
ecxsiivaupky,11.92,78860,34.72,148550,9,2022-04-07T12:23:15.12Z
edw3amqi8brz,66.55,394149,6551.78,62256619,451,2021-05-16T22:29:22.751Z
ecqk638y97ut,39.5,408240,69.68,533592,11,2022-04-09T01:27:10.181Z
edpbwxn6w3xm,29.82,140415,18745.66,74062417,745,2021-02-23T07:54:16.556Z
eed8cs85yfwv,7.48,90000,4270.52,76726729,272,2021-03-30T13:02:26.714Z
ecvzhv5h8dvi,1.29,24334,5141.8,35579931,1553,2021-02-27T01:13:25.757Z
ednp3rioyiaz,2.63,9363,702.81,1672716,308,2021-09-14T05:07:45.719Z
ecqc5j0l1vp0,6.08,36581,6638.17,21674139,1729,2021-02-19T21:40:07.908Z
ec72qnnopmhv,44.73,506170,3199.9,35110058,105,2021-06-02T10:49:55.323Z
eabdrx17gu11,14.27,97800,10856.47,106872407,290,2021-04-22T07:56:06.513Z
eackxijjd3ch,26.0,524041,12191.14,234706078,1195,2021-04-24T14:17:41.286Z
eben1xu83nlm,11.21,73400,7850.67,45894766,1201,2021-04-17T19:36:10.514Z
ebllt96mgy1e,55.81,1051218,15667.09,161631868,568,2021-05-10T05:49:59.621Z
e9xdzicvv8mf,23.27,184131,2783.46,25958008,256,2022-02-21T17:35:52.673Z
e9xrsvv92sko,41.53,1088222,11217.71,218191336,1671,2021-03-04T03:39:00.8Z
ecd6egpojsb8,3.1,17865,32740.89,36685317,920,2019-04-15T03:55:01.671Z
e9lwy9bepc9p,87.05,2143956,16068.8,378875855,1215,2021-11-29T18:37:34.197Z
e9n93x38uvy0,4.7,27824,7370.39,27860975,2566,2021-03-16T19:01:49.387Z
e83j8nezuf1y,50.41,628795,2220.05,34240285,115,2022-03-22T17:20:17.2Z
e7c58erj4rd6,60.13,892948,1173.32,16966747,68,2021-04-14T23:22:41.459Z
e6bwi64ulwl5,41.75,448770,7204.94,65962185,206,2021-06-05T16:33:03.161Z
e87miw1lyea6,2.61,10315,1169.14,9000057,294,2022-03-07T03:17:08.203Z
e452ws9nnhcn,26.85,123395,9747.99,44949522,459,2021-05-13T19:31:51.602Z
e1u9tfwbvbgd,63.25,994321,7391.23,119843558,471,2021-12-27T07:07:43.518Z
e4wzbwpoichk,3.85,3466,2354.2,3634952,465,2021-05-07T03:10:04.992Z
e34tbxprcmsu,4.1,6483,2119.07,2572432,760,2021-05-18T23:51:49.95Z
e5gieiwgwtns,2.63,7630,5468.46,25785590,1181,2021-04-24T04:58:06.718Z
e1sz9bcvqqsj,17.93,67770,22193.16,117536484,2503,2021-04-02T08:51:09.835Z
dx3u1ldn3ucs,54.26,724215,918.26,11625816,79,2022-01-14T01:05:27.80Z
dwaf14oqew64,2.66,3570,26.05,49900,20,2022-04-14T09:09:43.726Z
dxnjiqo0cvby,38.22,386513,65.87,489630,12,2022-04-09T01:27:09.796Z
dzja604q3o5n,4.57,27020,1340.76,4928750,437,2021-06-13T19:34:19.399Z
dxsyyi5udt6z,27.11,515188,4609.88,84905676,277,2021-03-30T13:00:56.557Z
dyb5cbzcme8s,156.91,2185357,35286.7,458312508,1456,2021-05-13T14:47:12.606Z
dzhwgcnul8ct,1.29,6321,2763.0,7463514,601,2021-02-19T12:26:17.411Z
dw9alp52hv4j,58.6,846732,11026.65,182992687,1067,2022-01-17T20:17:32.48Z
dvub0e8a78fk,2.6,8790,3145.72,17236303,506,2021-05-29T05:08:40.686Z
e0mp0asalo8t,31.53,285293,18503.31,171454946,1272,2021-05-29T01:37:06.460Z
dv2npf74t3wb,21.9,168951,448.78,3541068,49,2022-04-06T17:34:50.833Z
dutcfa0p91wr,33.25,309748,6792.38,78592900,483,2022-01-06T00:01:52.829Z
dsuamarjrrfd,64.99,1054495,10317.89,164253513,2664,2022-01-07T02:51:17.298Z
dvdtn2m7rr7n,34.73,330742,8487.12,91429603,1791,2021-11-17T17:40:53.66Z
dvl8z2mql6y8,3.86,22326,1850.07,14469465,526,2021-11-02T21:05:43.712Z
dthileajt30d,2.58,5225,151.6,608485,76,2021-11-30T18:38:20.540Z
dvj3vv15lgu1,22.46,175167,6894.43,54279970,1200,2021-04-28T14:47:39.299Z
dsovo57omw7p,44.35,498609,2929.9,35597409,91,2021-06-03T07:42:03.558Z
duhzrgx4ssle,84.4,1974377,52982.06,1359992286,4572,2021-05-12T23:05:06.178Z
dsghw59ubj91,17.93,337458,71819.87,113966048,1539,2019-04-26T12:00:44.64Z
dqqycmzqgr9s,18.43,134893,53.98,300213,12,2022-04-09T01:24:04.156Z
dqhvspc9dppv,59.3,867669,2343.27,32036920,177,2022-01-22T19:47:42.314Z
drzm5s8796td,27.78,236530,2239.2,21754414,130,2022-03-09T18:19:58.277Z
drbnupxsbkw8,26.99,226677,1774.75,17337483,111,2022-03-18T06:20:05.756Z
ds1zl1sciaw3,60.76,911966,15553.28,227949278,1640,2021-10-28T01:55:02.301Z
dre75fxba4qx,12.82,85868,10023.35,115846140,709,2021-05-27T18:11:58.944Z
dqbpqbddv5bo,2.68,13826,191.87,738579,110,2022-03-06T17:42:54.988Z
dr5v97fikxtm,17.73,219640,30259.74,144212847,2688,2021-02-04T00:17:42.210Z
dpyje1ougn85,2.27,19290,4534.57,26675123,918,2021-05-13T02:26:40.202Z
drmdyj56op5v,40.56,277270,46704.35,324692114,2134,2021-02-13T02:36:21.96Z
doodhnxfe2nl,40.16,420128,742.43,6692193,45,2022-04-03T15:35:23.500Z
doqdicuitr1w,18.55,136086,1208.99,8582768,94,2022-03-04T22:08:57.662Z
dozj3e44yugc,12.21,81101,3928.26,39021139,333,2021-10-16T16:30:09.707Z
dn7uuocxmajf,44.78,507220,3561.56,36109932,127,2022-01-30T03:27:14.715Z
do4bzmwwpzfq,48.81,592964,4591.4,59936421,414,2022-03-02T22:34:46.732Z
doy0j2p10rr3,20.58,155970,13111.78,140471709,1402,2021-05-05T15:59:30.84Z
dmydfvo0bbmo,44.8,507570,4050.67,41881436,131,2022-01-30T02:56:22.373Z
dobniw3gb38t,2.67,3400,3575.83,6961738,1578,2021-04-01T20:22:36.234Z
doa6405fwvu3,66.35,653989,41679.21,509299594,2605,2021-04-18T23:54:07.925Z
dmt75e7fuf39,2.84,16330,2551.33,6552710,802,2021-05-07T10:25:04.842Z
dmbdsclwywdf,29.42,257127,273.18,1971913,50,2022-04-02T23:54:31.58Z
dmf3276x5xuw,16.25,115000,3173.06,26816086,409,2021-11-26T17:01:18.592Z
dk8aevqfd9m3,43.68,485165,4120.65,29877688,202,2021-03-13T13:46:00.904Z
dmmk7cvqbplb,2.61,3500,1724.84,12043147,331,2021-11-15T19:20:25.705Z
dk9eez6mcca5,2.61,6160,341.79,763205,144,2022-01-08T01:11:01.81Z
djvvhts3lqc6,37.42,192150,20252.46,110626143,1995,2021-05-06T17:03:51.711Z
dl4xj23anx4l,27.72,235840,12526.09,146765215,1370,2021-09-13T20:49:44.124Z
dis9typtmzbt,43.74,486402,9258.41,113676606,724,2021-12-26T02:38:08.803Z
dk4pe4gnlu1b,4.35,25580,18915.57,254423927,3695,2021-06-02T22:23:43.615Z
djhwot8lxed8,2.69,6028,1441.0,2176873,424,2021-05-19T16:10:44.403Z
di6qug390qo2,2.98,17157,772.42,15088119,150,2022-03-06T19:50:56.111Z
dihpih9ktst6,30.42,269706,950.08,7440118,116,2022-03-07T18:24:54.626Z
dhqew77uzjcf,18.72,137770,5860.3,120966418,616,2022-02-11T18:44:33.672Z
dgpn2rkzqpls,59.75,881493,11089.77,197504407,1288,2021-12-25T20:56:54.108Z
desa20jt4wkc,2.67,4400,1345.05,3134089,299,2021-04-16T13:13:57.302Z
dekeut5cp3gm,2.63,4800,10.39,15985,8,2022-04-08T11:29:42.667Z
