username,payout,points,total_payout,total_points,total_wus,created_at
zzgfobkrfoai,2.67,3400,63.13,111010,43,2022-01-01T23:00:16.475Z
zzzgzjd0k07p,37.17,369742,1774.83,18233237,376,2022-03-28T09:38:54.150Z
zyxahaxo6jcf,45.21,515775,261.01,3086846,22,2022-04-17T16:08:41.388Z
zz672wmpffdj,86.4,2101029,16621.85,397250341,1474,2021-12-23T03:52:33.264Z
zyx68xr5qi9c,26.84,224691,753.45,6231814,54,2022-03-21T03:36:19.848Z
zzlpssz0ms1w,58.22,835212,5833.08,82858387,307,2022-01-19T22:06:44.466Z
zzmxnychvwgx,3.57,37000,104269.24,157708247,1596,2019-05-30T12:57:08.542Z
zz4wz65z2t99,26.53,220340,18622.95,168765104,1375,2021-04-12T16:59:51.926Z
zzwvtryzltcr,80.02,505671,16340.73,146448091,2045,2021-04-18T23:31:21.811Z
zyvc2nodo068,35.38,341154,12971.72,125545247,528,2021-05-16T03:47:33.431Z
zy7aovj18kfe,2.66,3570,1300.92,684578,283,2020-01-28T23:19:12.205Z
zx1lz4vignxx,15.43,107890,14213.56,15214011,676,2020-02-17T17:39:40.568Z
zx7rqklr7udl,3.54,20410,2784.19,10461796,992,2021-05-07T01:24:51.445Z
zy5929e1imgn,44.08,493118,643.37,5571322,155,2022-01-02T19:53:32.901Z
zyjeambnpkaw,2.63,9364,28.92,62313,21,2022-04-03T07:54:10.390Z
zxada7sgwbtf,43.84,488351,3929.76,43636849,148,2022-01-26T20:02:34.486Z
zwudqjqft938,19.95,149776,386.88,3182092,29,2022-04-06T19:47:54.414Z
zxxkz0s1dldq,47.65,567000,7939.51,95090625,232,2021-12-16T13:36:55.670Z
zxvwcvx5y7w3,26.59,221078,7171.56,66687912,2304,2021-09-23T00:48:35.450Z
zxnnvf58tqdp,20.82,174384,11129.08,92088239,1831,2021-05-07T10:33:03.284Z
zv1flu65ix42,13.36,90000,21.86,131698,5,2022-04-06T13:45:35.509Z
ztygh7edr9lz,87.02,2142147,9112.33,176301890,525,2021-06-07T15:42:21.837Z
zvd6suegb6e5,46.58,564139,16499.25,182015275,656,2021-05-18T01:23:02.683Z
zvfj9fj2pils,3.7,54111,7591.38,79945448,1932,2021-03-14T00:45:04.778Z
ztriaksx2dbz,101.46,3324244,5300.87,156078385,379,2022-03-21T18:16:37.643Z
zvhe885vzhmg,45.06,512780,21666.35,306681316,2179,2021-07-21T15:55:20.779Z
zvu62s9vazvb,32.38,297415,1770.17,13776835,229,2021-04-26T09:01:10.331Z
ztr0nwbe0spn,2.6,10286,680.18,2140018,178,2021-05-10T21:30:08.344Z
zt0xtoczmcby,10.49,67770,2049.43,14024340,350,2022-01-09T18:45:43.890Z
ztqtp2u06v5i,7.4,45651,6237.36,46290529,1991,2021-06-08T08:58:07.387Z
zrf3r39h7pm0,54.38,727787,8170.33,107559944,578,2022-01-22T16:19:43.968Z
zrjb6dhuxdck,36.52,359385,15777.4,266224673,1774,2021-10-14T01:05:45.458Z
zrjznqycqswv,45.82,1037955,30892.98,672015070,3592,2021-05-13T10:10:27.852Z
zs704nargz31,87.4,587218,47847.84,428237906,4823,2021-03-09T13:01:10.611Z
zq6ypwbz9db7,24.25,195020,5296.81,50996552,633,2021-11-30T01:14:20.480Z
zqd4uo1f0wda,3.98,8319,3743.6,12304728,799,2021-06-17T12:53:39.770Z
zsat3l1clonf,9.06,116887,169004.02,121834074,4820,2019-04-14T21:13:48.67Z
zs67ib7h3bon,3.32,19159,2431.35,10517252,1068,2021-06-04T05:18:12.209Z
zq0ohtwc87vp,34.93,333570,9691.74,101166472,801,2021-05-08T17:04:08.472Z
zqkluz8lb5d2,71.74,1153432,34381.24,537719486,2515,2021-04-20T10:38:31.258Z
zonj2uz2h24x,2.6,6800,234.93,1147475,127,2022-02-07T10:24:03.673Z
zpdpko740mvo,66.75,1118629,1236.75,11974500,64,2022-02-04T08:30:33.241Z
zoar7wyqtrnd,34.54,328050,62.35,432715,11,2022-04-09T01:21:15.209Z
zp0tm01dcfjb,43.61,483607,3970.54,40980672,130,2022-01-30T01:34:39.208Z
zp6qk2pgwxej,2.92,16800,2464.47,22779436,235,2022-02-15T10:53:42.264Z
znsv7rlwyhz5,2.59,10768,5.28,15668,4,2021-09-04T11:15:14.357Z
zoe9i8wmmxg7,39.62,410483,16845.39,145981828,462,2021-04-19T13:31:51.275Z
zoo32ua6xr8v,41.24,439551,8494.43,113055693,1043,2021-11-16T19:15:20.129Z
zo6nqi402snm,58.92,856273,7727.84,165869324,921,2021-10-30T20:17:41.934Z
znvouymtuvm6,2.68,7015,14452.48,5342271,1220,2019-07-03T03:47:52.741Z
znm19tpld6vn,1.4,6900,1386.92,1607358,639,2021-02-25T17:25:54.524Z
zniqd147a267,4.41,7481,3077.25,8299503,479,2021-05-07T18:22:07.82Z
zmlesk1kzjv7,2.61,3500,7242.64,96993920,715,2022-01-12T17:01:52.343Z
zmo8n7nwnrw2,2.6,8368,146.36,891335,54,2021-12-13T17:25:08.401Z
zndju9el7xr2,140.74,3232841,71013.2,1760610359,7738,2021-04-24T04:24:33.793Z
zm0se7xmji6v,2.69,11778,1608.81,7356115,612,2021-05-09T16:23:58.30Z
znbznb8k858l,34.36,1312743,37031.86,1092139617,5359,2021-02-03T09:35:32.510Z
znjs4dp9e4vm,2.64,6900,2165.36,5629790,699,2021-05-12T19:26:47.177Z
zm62l621q7du,24.31,195730,18315.51,159540912,1715,2021-04-19T00:57:20.185Z
zl54xiuah0yr,7.8,48469,1050.73,7049449,250,2021-11-25T18:12:56.772Z
zkrrw5u434cv,2.67,13777,57.6,141409,38,2021-11-18T17:51:02.242Z
zkrwbodiz7h5,56.61,297000,29561.06,231799713,1572,2021-05-06T19:22:15.135Z
zlo64ngi64rn,79.82,1710409,26739.61,557305696,2448,2021-04-18T10:14:56.954Z
zhkpwj9piqxo,2.61,6817,223.36,513802,99,2022-02-12T23:42:47.819Z
zhkwqsas3wwm,2.67,3400,2196.66,3290558,560,2021-03-05T05:10:15.412Z
zjng7ge3jcdc,4.07,23573,528.97,3592349,158,2021-11-06T21:00:09.307Z
zizsejm4xh4v,19.85,148871,7304.47,45931469,1152,2021-05-14T01:47:08.108Z
zhos4oi2zu0z,42.92,469646,7651.48,95112977,209,2021-10-04T01:25:25.593Z
zgx3wmfy2t6o,2.63,9368,791.56,4759111,346,2022-01-12T19:54:33.726Z
zedhx2e9y99g,36.3,355829,1240.44,11908767,170,2022-01-17T23:28:46.58Z
zf9ewyrw1xrm,34.28,324450,63.55,457607,11,2022-04-09T01:24:09.680Z
zfxvy2mfvu4g,2.69,10649,873.06,4888516,375,2021-12-13T11:22:18.48Z
zda5n3v128tf,61.12,922930,1724.02,24971741,92,2022-03-24T14:01:52.619Z
zgt3awwov2jk,3.9,13598,1690.3,2394096,329,2021-05-17T16:55:22.345Z
zg58ldxeyfik,17.47,64010,4326.84,11551781,1152,2021-05-13T04:38:48.950Z
zf4jlpw30jj9,34.71,336139,12714.21,124330817,402,2021-04-28T17:52:00.273Z
ze7xi77ingmq,2.63,3533,4589.13,24846014,913,2021-06-02T03:27:31.34Z
zdf9tta1f3ns,117.19,1675475,49807.78,544079402,2152,2021-05-16T08:07:26.622Z
ze1qm7rm0c3p,33.17,308692,14145.67,116181849,668,2021-04-12T12:43:54.857Z
zc672eraszr2,12.65,148009,4811.9,43029366,847,2021-06-05T05:05:20.922Z
zcjpcoxcby4c,38.04,476070,13448.64,139051337,524,2021-05-18T01:21:38.906Z
zaddxxnkq5zv,88.5,2242094,2680.35,57681699,168,2022-01-05T12:33:25.881Z
zbpj58el40tt,51.61,360730,26922.23,285251754,2596,2021-04-17T06:13:20.385Z
zag8irbdwxnj,19.07,141118,3358.08,24625043,254,2021-07-26T19:53:42.775Z
zbbwvb4v32ab,47.74,568852,35078.23,521064140,2896,2021-04-25T03:51:50.889Z
zahin334nzmr,1.5,9580,3155.96,13727992,763,2021-02-15T18:55:23.288Z
z9cxe7ilnlps,2.58,4946,110.21,270135,57,2021-11-03T10:44:43.783Z
z9jqyyzw1qtq,143.87,1716235,42811.13,465668326,2745,2021-03-16T21:02:58.757Z
zbvco5f1r0ho,83.32,584614,57306.14,500389743,2526,2021-02-22T21:21:34.763Z
z33lepnpo05j,2.67,3400,583.18,572191,236,2021-05-19T12:41:20.878Z
z3g7ir9dquho,42.64,464767,6750.88,69650214,218,2021-06-25T06:05:12.883Z
z8rr1us5i2gv,2.61,6827,2306.2,6710955,408,2021-05-17T22:15:33.769Z
z56429vtw0qw,53.44,703768,2254.5,22804629,413,2022-03-06T22:46:39.265Z
z98pm05b79i2,112.06,1524711,28454.11,287543974,1545,2021-03-02T18:46:53.41Z
z51npfxliu7a,39.43,407120,4140.6,44548461,146,2022-01-26T19:05:07.126Z
z7x2gjzaqnic,64.36,1184699,35111.09,561526700,2478,2021-05-11T15:02:16.254Z
z31wx61pc4ox,20.66,156820,3699.05,36169267,257,2021-03-08T21:26:37.339Z
z2ual4u78d33,2.59,6437,512.58,1742810,234,2021-07-03T07:51:17.82Z
z8t9j29eyuog,8.22,51389,5633.17,27636363,2103,2021-05-07T16:24:37.28Z
z2c1tb0f8b0n,10.49,67770,15.76,80789,4,2022-04-07T12:51:14.933Z
z1m24ywva67a,57.24,806515,1019.81,11751078,69,2022-04-07T05:36:00.3Z
z0pa1nzibeon,46.79,271758,22608.4,183747330,1082,2021-04-30T00:57:20.377Z
z0bzpudi1gps,2.59,5800,332.16,2464649,146,2022-03-10T10:35:11.630Z
z1e4pox8ar12,43.04,471855,14033.23,238732542,2051,2021-12-10T04:36:50.84Z
z0xxjwj0jy44,49.62,611044,8281.34,93841789,759,2021-04-18T21:24:06.58Z
z2h1ybiynet4,57.46,353340,30769.63,223906300,714,2021-05-16T18:23:49.53Z
z27vwhecb4zo,56.03,508072,12391.63,60329100,1190,2021-03-12T16:13:33.305Z
z0k12pp4eksj,4.6,27174,904.74,3843959,483,2021-09-05T23:15:50.184Z
z1m91m80o3xb,2.68,10078,10064.92,99288139,1941,2021-05-27T02:54:35.830Z
yz1n3pcko4rh,2.61,3500,173.19,328058,95,2021-10-30T07:30:12.700Z
yzhgf0pd7wlz,19.2,142487,1232.6,8853387,92,2022-03-04T22:12:51.56Z
yzl15xg6wmha,2.66,9500,2042.08,5339339,837,2021-04-20T11:02:26.303Z
yzqxzkl0ip8m,20.05,100955,10866.21,63124548,2056,2021-05-16T11:54:26.655Z
yzg9tygzrvn3,6.39,38515,6977.39,32347465,1065,2021-03-19T14:22:48.291Z
yywlg351o0i1,2.65,8975,1135.43,2153317,366,2021-06-12T00:18:42.306Z
yyy5v4rkgc65,3.63,20945,3691.22,9730696,1147,2021-03-15T16:23:34.270Z
yydgtcw5yo1u,7.68,47584,2529.74,19453965,604,2021-10-06T13:17:31.855Z
yz7z2egnjkk0,2.64,6225,1152.05,1641165,357,2021-05-19T16:13:40.563Z
yy3jb335kjrc,48.37,240855,31936.2,222855079,2607,2021-02-26T10:49:34.938Z
yweki2iash0t,23.74,189349,365.8,3044526,36,2022-02-22T05:34:56.493Z
ywka5iikfdyd,1.61,5000,436.22,827488,223,2021-06-12T03:58:17.982Z
ywiokordmuej,3.91,8440,2208.75,2029817,406,2021-03-31T08:08:00.770Z
yxxoyrwl7hh1,2.61,3500,3867.92,18604203,1459,2021-05-22T17:52:44.374Z
yvptf4mdpusg,34.77,665345,21462.83,800504167,3486,2021-07-20T02:31:01.850Z
yugaenvvogby,41.45,443346,4851.07,41618537,1067,2021-12-19T11:58:14.1000Z
yume2r71tz1f,4.68,7000,11162.56,95229650,1385,2021-05-07T19:36:56.193Z
yvfjc0a6ohht,4.2,10323,3261.11,11428304,490,2021-05-06T02:03:55.116Z
yvgncq0victl,60.76,912130,16925.84,232768059,1436,2021-08-10T10:27:27.754Z
yuh204jepvr5,60.12,489126,38563.45,312305002,1988,2021-03-09T11:39:11.825Z
ysmxqi2fe5kr,24.86,201810,406.01,3081346,41,2022-01-19T20:39:08.475Z
yteq1qqt3453,19.73,147667,360.82,2745375,29,2022-04-06T19:53:03.858Z
ytk0i3o22axa,20.82,158323,206.75,1470873,27,2022-04-13T09:45:32.1Z
ytfxikq3xzig,11.03,71975,2666.22,19018480,1394,2021-11-23T21:09:27.261Z
yrp0nmzp0awn,2.6,7147,1512.58,10756569,399,2021-12-21T20:50:15.712Z
ytpjsbx6pnyv,2.57,6065,880.43,1940616,357,2021-07-31T12:17:26.891Z
yqhoxckg90ra,41.82,450033,7064.08,92822599,536,2021-11-03T01:45:23.922Z
yrs5vzp97svb,27.21,475190,14740.21,334250577,5460,2021-07-03T20:56:44.622Z
yrhqc2z3e0os,2.68,14591,3916.8,16210335,2360,2021-05-07T02:59:17.111Z
ynaisin7prj7,2.61,9791,59.55,276329,40,2022-02-16T13:40:12.953Z
ynwco2xku77y,34.34,142266,3801.55,17389103,360,2021-06-01T17:54:37.331Z
yoiakqpgm3up,7.12,43691,2673.87,12318926,822,2021-04-20T00:01:53.330Z
yo1cwfc9yy2y,26.34,218265,576.81,4529334,101,2021-11-06T18:17:33.570Z
yo4mdtcvincu,72.1,1335299,5893.48,96507055,4869,2022-01-05T12:30:02.516Z
yqhoaddbw9d4,2.65,4600,552.81,988062,369,2021-09-29T08:38:10.881Z
yp6mycnb0px6,14.1,50886,39704.78,12111672,6717,2019-04-26T04:42:25.442Z
yn0jectim3g7,59.37,361417,12315.4,84960217,441,2021-04-20T05:37:42.509Z
yn3x5hstblcx,54.18,722299,15679.06,374026882,1283,2021-11-05T01:04:32.326Z
yoiui44wo85j,20.52,155437,3620.96,25043642,252,2021-05-21T06:32:00.506Z
ymt16ka9suay,2.59,7902,41.3,127892,27,2022-04-08T13:39:04.907Z
yl3gco6u7nuh,2.65,11038,233.24,1113104,132,2022-01-21T16:19:55.749Z
ymmti1ps4jeh,20.89,159039,3926.78,42158091,768,2021-09-10T06:43:38.387Z
ym6259i5t17h,61.64,940593,7178.59,97557913,582,2022-02-05T18:47:36.834Z
yjkel878t9kq,46.86,548892,164.73,1460463,15,2022-04-02T12:08:16.252Z
yktt0q0yclbx,3.87,4776,2602.53,8418697,593,2021-06-14T02:36:48.513Z
yjkhf1ucvho0,2.69,7040,2236.23,7558202,624,2021-06-03T08:32:52.75Z
ymw6xmx1onwj,2.64,6238,986.0,1884460,236,2021-05-15T17:18:29.147Z
ylmuf65e1gau,2.61,14191,2337.09,5689913,756,2021-04-27T09:17:06.758Z
yj5kop7tde05,17.36,63566,9281.37,17136521,2356,2021-01-17T14:43:10.197Z
yi3wgnufnf6d,2.57,4940,627.52,783300,326,2021-06-04T02:40:39.419Z
yhb1bsh3qxa9,2.7,7437,840.91,2885923,440,2021-08-02T19:14:47.50Z
yg3yvxwupal6,25.43,208180,5475.76,48841104,401,2021-12-21T18:20:31.840Z
yg213i5x1eju,110.06,1180521,77008.22,747183741,4404,2021-02-21T15:20:36.809Z
yj09uiwa2skt,2.64,8051,11049.07,5627372,1228,2020-04-27T18:46:56.969Z
ygepr37do2tm,6.65,22359,3596.47,10603310,810,2021-04-15T22:39:32.910Z
ygfhmnecmmg9,2.59,9737,7446.92,6281948,1323,2020-05-04T10:15:36.160Z
yfq1zdv3umpu,3.15,18120,9620.55,24640078,1426,2021-02-12T23:15:59.297Z
yfj6rp15qoqw,10.49,67770,16685.12,63867949,1981,2021-02-15T09:39:34.615Z
ye5s839xvt38,89.07,2281919,14450.18,445680774,1162,2022-02-01T04:37:00.673Z
yezcx729lto7,20.54,155622,2097.17,14917081,211,2021-12-10T19:33:55.444Z
yf07z0cajgyo,3.43,19794,5963.28,40396217,407,2021-05-15T15:50:31.719Z
ydf1z5g6hpda,41.43,443057,1209.3,11523647,62,2022-02-04T08:40:13.391Z
ye4f559rjpxu,5.07,30168,4121.17,29585924,809,2021-06-28T00:00:25.334Z
yf14fzug1oh5,29.36,122176,4924.13,17900013,756,2021-04-22T03:38:45.13Z
ye2bqcjykopl,2.68,5151,742.27,8489372,160,2022-03-30T13:24:57.691Z
yf71ktoly8ir,45.36,518763,6799.95,67065176,766,2021-05-03T07:00:17.596Z
yexsaohs6kzw,0.88,5800,11238.99,3017962,1878,2019-09-15T21:25:25.385Z
ydn48ddjfw9f,2.59,4970,9975.97,93019266,1625,2021-06-17T15:37:44.506Z
ycyps5wwdafo,2.62,7225,79.06,371136,49,2022-03-17T03:33:49.904Z
yasnyibyav7h,21.92,169170,1801.58,13130935,314,2021-11-02T01:55:10.69Z
yd24rnw4my40,56.96,798657,10307.48,176038462,974,2022-01-24T18:50:41.821Z
ycjihjwdndx3,2.57,6725,928.02,2007555,371,2021-07-30T13:12:01.422Z
ycn229ffw8jh,2.66,6605,3085.18,20072650,744,2021-05-15T17:03:33.318Z
ycd8x1z8833j,2.94,16895,1320.18,3959372,426,2021-06-23T22:53:54.855Z
yalcpejj3c18,10.49,67770,32.8,200070,6,2022-03-07T18:23:48.373Z
ycylr8wp4ug8,49.49,608026,15118.67,204442820,955,2021-05-08T09:04:09.349Z
yakchnmxay32,41.56,445320,9540.01,125877616,340,2021-05-06T16:39:35.984Z
yci7guka9odi,1.61,16862,13106.25,259660562,5006,2021-07-08T17:57:44.525Z
y9rnrlydwv6u,112.44,4607286,893.64,23949276,364,2022-04-14T21:25:00.516Z
y9ruvplq9oiq,18.74,137899,3274.12,23499535,266,2021-07-26T19:48:14.292Z
yajmw0omhyjt,64.33,1030085,9912.91,145114163,1011,2021-06-08T11:41:20.245Z
y8d9p0epnph0,37.22,370530,15430.45,225983766,699,2021-05-19T21:15:40.515Z
y8dza2yyief8,2.7,6360,384.23,794194,131,2021-06-25T14:48:36.61Z
y867mj9fcia9,12.41,147332,11778.12,28024154,770,2019-08-16T19:44:13.216Z
y7crwn70n0kt,10.81,70270,5886.16,7308622,154,2020-12-20T10:19:45.231Z
y8brr4bcf2vm,4.01,8119,3814.49,8474883,1057,2021-05-20T19:13:29.850Z
y6eqskwfz10h,59.6,877016,11461.52,145282274,1017,2021-05-07T08:50:15.22Z
y68bpofd3ziq,23.96,191789,17470.92,234918631,1703,2021-03-10T04:16:22.730Z
y69kfgdbky2r,2.65,3549,1038.73,6132296,209,2021-03-10T02:09:59.19Z
y53mep4vbmri,1.11,4800,363.55,615929,144,2021-03-15T05:58:32.68Z
y48xpilrgtq6,2.61,3500,557.51,472435,155,2021-05-07T01:02:10.7Z
y65pqt32ogo4,48.85,297000,5772.27,27043270,720,2021-05-17T16:41:48.138Z
y3urky98uf43,56.66,790497,6761.72,86210805,701,2021-12-30T03:11:48.61Z
y5soauyhfvlp,25.98,214271,12068.24,106396439,1357,2021-05-17T14:57:45.972Z
y50uy9922wrt,35.36,370634,9173.72,104258478,392,2021-06-03T03:01:52.192Z
y5keg37wserz,4.17,5800,7386.35,33389327,1656,2021-06-03T07:16:03.859Z
y47gqry8jhpx,4.27,15615,1641.82,2083286,341,2021-04-21T10:40:57.481Z
y2odvx5aq2g8,38.59,392454,419.45,3993083,77,2022-04-10T04:05:26.161Z
y2y7a00evete,2.66,5375,3974.17,46435080,697,2021-11-03T18:21:45.849Z
y1b76k1md39w,9.01,56856,36.73,149112,11,2022-04-09T01:23:59.721Z
y1ljkl0zydw0,2.59,9238,106.73,770042,16,2021-11-28T17:35:34.912Z
y3jm734u6wtp,45.91,529994,13509.42,187571089,987,2021-11-04T03:45:33.416Z
y2k26xhp5cb0,62.69,379339,9986.91,53284637,437,2021-02-17T06:11:40.821Z
y02we5ed403p,2.59,5803,141.6,334718,85,2021-11-22T03:47:01.102Z
y1lqsvru00ee,2.68,3600,903.33,5307129,381,2021-10-29T03:39:26.966Z
y0ihp4pg8sgo,2.6,5000,1288.3,5264654,400,2021-06-08T10:17:20.597Z
y224fvy0lun6,2.06,20861,54580.27,16615679,3590,2019-05-06T20:19:18.115Z
y014d7llk1uo,8.92,56246,1161.2,10816252,61,2022-02-04T08:44:03.611Z
xyous7aqdogx,41.63,446537,138.33,1065302,16,2022-04-02T12:08:09.89Z
y00eymp39p82,5.05,30054,3179.3,29209230,730,2021-11-03T07:37:12.784Z
xzr7oa0bh8yx,2.69,7422,1218.3,1236007,230,2021-05-24T05:12:04.463Z
xxuzkt7xjxii,2.64,6900,1506.68,2250818,732,2021-05-22T07:03:54.329Z
xzqef84sk1ky,2.6,6793,4964.91,56003450,316,2021-04-26T20:19:04.828Z
xyj817nkc85h,79.73,887535,19900.29,188386727,2330,2021-05-05T09:06:16.25Z
xxikbavjwv9j,61.15,398282,35698.45,245536850,1377,2020-10-19T14:15:08.528Z
xxqpmrd96rbg,6.19,26461,4819.29,11098053,2808,2021-03-05T22:37:01.604Z
xxjtc91cfkj5,3.28,4957,9830.16,6041922,1179,2020-09-24T10:11:40.654Z
xvfvctyyg40d,38.98,398691,84.03,634550,13,2022-04-09T01:27:08.323Z
xv8c0ti5sxaa,81.63,1809797,803.17,13064369,59,2022-04-13T21:54:14.848Z
xvpgavvwndm0,2.67,13063,556.63,3214411,219,2021-12-16T18:30:31.802Z
xvruw8a2o64l,1.69,5000,589.56,909058,235,2021-06-03T09:02:22.293Z
xuzfih010lv2,2.66,5668,1237.73,7423574,335,2021-09-02T06:23:16.990Z
xueepbe7v7a9,32.11,293586,1255.09,18196660,70,2021-04-14T23:22:10.546Z
xxf5km5r963k,38.59,392524,4084.73,42021806,130,2022-01-28T05:32:02.379Z
xx7cg5bur77v,35.01,334740,22501.04,367458414,1723,2021-08-19T21:44:38.477Z
xvi3qds5llec,23.53,187105,7179.56,67402366,408,2021-10-29T11:08:49.83Z
xuj87sq0u4cc,2.64,8493,964.51,1680872,315,2021-06-17T14:26:31.475Z
xslt2im4hlvh,2.66,3753,1566.08,3053347,591,2021-05-14T08:25:03.650Z
xs6pk7u53pcp,42.74,466529,7682.74,94741928,209,2021-10-04T01:25:54.820Z
xsovyxdgj83z,53.53,706087,5084.27,77957975,399,2021-11-17T06:45:23.729Z
xu41tzl84nox,31.52,285152,5568.33,53838447,1294,2021-12-04T22:17:39.915Z
xtw1iy2a3x9l,8.37,52392,12203.25,202818735,1889,2021-12-08T20:30:41.761Z
xr7l65vf42km,2.6,6800,714.37,1680954,313,2021-09-14T05:09:08.344Z
xq32cerlscck,2.66,6615,316.41,1810123,114,2022-03-06T22:10:33.768Z
xrhdk9kwyy7k,5.86,35165,1342.91,7001443,531,2021-05-06T20:28:21.833Z
xq4evha046y9,23.23,183772,6988.92,53274828,1316,2021-05-05T18:46:23.703Z
xsgj661af50r,9.53,148871,125651.69,293577639,7331,2020-04-23T08:58:00.367Z
xmcemkhhk00s,2.57,10694,96.89,230447,58,2021-11-09T19:23:24.732Z
xoiedmbyis76,2.61,3500,955.87,3576508,640,2021-09-24T00:08:12.752Z
xmrnamh6vt4y,6.65,40175,2859.76,14998205,635,2021-05-13T01:56:06.545Z
xm5jcuvi64fq,8.83,55620,14803.19,200527492,665,2021-04-05T11:03:37.592Z
xnyakyhfi9y0,2.59,10777,4653.76,45182607,436,2021-10-30T21:08:18.13Z
xl9otf415afz,2.64,12900,1068.95,7600006,892,2022-01-15T23:24:18.274Z
xlrzy95yruci,3.58,20651,2774.91,11919578,1051,2021-04-24T21:31:16.76Z
xmyech2oa0u7,3.15,10468,3100.64,5279400,1401,2021-05-09T05:36:20.487Z
xl65q3481x78,2.91,16735,2512.04,25351542,925,2021-08-25T09:36:14.370Z
xkspc7gbzsjt,2.64,9907,2508.55,21188024,945,2021-07-01T16:40:40.777Z
xjh4kkfxqxht,53.86,714340,1786.79,18616655,71,2022-03-14T13:35:20.460Z
xkeijn0lzcrg,7.87,31512,3139.12,7724208,666,2021-03-07T00:38:02.754Z
xkk0uosu04uv,46.71,545949,3833.96,38263115,469,2021-07-20T09:59:04.594Z
xergzrju8a2n,2.69,4900,1090.17,1208425,482,2021-03-03T14:36:03.884Z
xfpeqqsus1xw,25.19,205540,7642.09,57588532,1366,2021-06-30T06:36:18.746Z
xehc6lf9liqz,2.63,5900,84.08,185678,69,2022-03-10T23:29:56.33Z
xgcaz9jf7wo9,9.29,58787,4870.03,19374119,1570,2021-02-23T03:54:49.985Z
xeqsa2h8gvg9,2.59,5800,1208.82,2263265,651,2021-05-01T18:12:54.260Z
xe72lu20gtg2,99.92,917167,41836.18,440428664,1868,2021-06-30T07:12:54.393Z
xel1gmj008u1,3.83,22174,2827.41,10574601,919,2021-05-12T21:36:57.361Z
xd7t3x7an8mg,2.67,5407,2894.65,19769181,248,2021-05-07T09:59:54.409Z
xdi3xik05em8,20.94,159570,3130.04,26726978,198,2022-02-10T16:04:27.249Z
xamtkmkwkohz,43.11,473060,12925.44,128686297,413,2021-04-15T14:33:37.338Z
xc4h92h4pskr,43.98,491184,8247.89,103606686,320,2021-06-20T16:19:51.28Z
x9q5ux7yigbv,2.64,6225,212.07,266039,56,2021-05-09T01:31:26.589Z
xcb9w7gzziwh,4.49,15249,10595.97,50991257,1567,2021-05-26T15:04:20.85Z
x9mie5nwxznv,2.58,5777,1000.79,6662753,268,2021-11-28T17:04:09.683Z
xc2okq6ccjah,4.24,8469,5030.24,2575308,476,2020-04-29T14:29:58.658Z
x9us6d1hvp5y,2.62,11488,2811.73,11461024,1166,2021-05-19T15:21:48.79Z
xa1st3ab3stb,43.54,482251,11048.71,143130682,462,2021-05-08T08:46:20.680Z
x8y5bmwtqmib,44.65,504506,10796.06,194274225,1131,2021-12-28T23:30:46.650Z
x9jvpedwmuad,84.86,2003301,5959.08,94253766,611,2021-05-17T12:08:49.509Z
x6tdf1bdyjsn,29.75,261307,4022.44,40169487,518,2022-02-17T14:56:50.165Z
x727h6ian72o,5.67,33956,6265.71,45452191,2207,2021-05-13T03:23:38.407Z
x8th0kaio1uw,27.0,226754,11775.75,101788558,1063,2021-05-11T17:22:58.44Z
x9fe0p3ccvx3,37.5,375011,3599.53,39484390,130,2022-02-26T11:59:22.498Z
x7bfgenvzmim,29.6,119942,275411.05,172451758,4423,2019-04-27T13:47:59.526Z
x8f4tgu7norw,16.54,258619,13437.2,199773568,2316,2021-04-19T12:48:36.62Z
x5j17i8offhk,23.98,192060,10589.87,110861279,707,2021-05-07T14:53:24.18Z
x4fpuwr989h8,2.64,10992,1283.04,6007742,751,2021-08-24T11:52:08.160Z
x418eivcrdhw,59.29,867380,3266.71,45588445,190,2022-03-06T17:16:20.843Z
x3xxm0mdr81d,59.54,875017,23318.31,93947905,423,2019-08-04T10:23:22.393Z
x4hu1uiuncae,42.5,462238,3776.46,37226191,477,2021-07-20T07:27:20.186Z
x46fk0aqx4zc,10.96,71452,7451.03,63457221,1841,2021-04-14T09:01:57.726Z
x2f5sypcw81v,6.75,40798,4608.39,27032995,1326,2021-05-01T15:31:07.175Z
x2lcfqrhk0bd,37.97,382522,25556.78,333676090,2602,2021-05-10T19:58:00.428Z
x1oic5eojl7o,30.78,274261,6024.82,62083715,1080,2021-05-08T22:27:10.658Z
x3apb4flcwvu,15.51,108568,146987.95,330132313,6241,2020-05-31T16:45:27.794Z
x1z9v5e7xd70,82.44,605254,39501.5,363168926,2455,2021-05-05T22:26:46.759Z
x1betxzwkjar,55.36,754799,2603.54,25361597,237,2022-03-01T03:08:55.87Z
wx629kh8npvj,37.87,380931,3957.63,40436473,128,2022-01-28T05:04:03.782Z
wyvcgek13pan,45.49,521422,7551.18,68408312,221,2021-05-30T08:37:34.21Z
x0lt0nhty9ga,38.68,394013,10668.52,244217469,1213,2021-12-27T11:38:44.803Z
x0z7km9qs70t,3.17,18242,2681.17,6740298,882,2021-05-07T07:59:12.122Z
wx4mrlva25j0,2.7,11819,5335.63,32153106,1554,2021-05-18T19:36:05.97Z
wuotuo9lrnat,2.62,8861,183.73,989916,114,2022-03-07T02:17:11.452Z
